CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
AW888142,7/7/1998,Fariduddin,Naseer,G3EI3,+(212) 732-18456,Fariduddin.Naseer@gmail.com
WM734503,6/9/1999,Baki,Nasuh,G3EI3,+(212) 816-37568,Baki.Nasuh@gmail.com
OS503434,1/26/1998,Ayub,Kamil,G3EI3,+(212) 496-08722,Ayub.Kamil@gmail.com
FR785167,5/27/1999,Fatin,Abdel Fattah,G3EI3,+(212) 835-86771,Fatin.Abdel Fattah@gmail.com
BX469148,9/19/1998,Akram,Fazl,G3EI3,+(212) 285-33559,Akram.Fazl@gmail.com
HU676274,3/3/1998,Nadur (last name),Ehsanullah,G3EI3,+(212) 036-22896,Nadur (last name).Ehsanullah@gmail.com
OX214424,1/11/1999,Naguib,Zaki,G3EI3,+(212) 884-32403,Naguib.Zaki@gmail.com
JL288501,6/2/1999,Furkan,Abu'l-Fadl,G3EI3,+(212) 594-08238,Furkan.Abu'l-Fadl@gmail.com
OJ490719,11/26/1998,Mojtaba,Tariq,G3EI3,+(212) 471-37349,Mojtaba.Tariq@gmail.com
XN981497,1/23/1998,Dhikrullah,Hassan ,G3EI3,+(212) 505-07072,Dhikrullah.Hassan @gmail.com
XQ409850,9/14/1998,Nu'man,Nazim,G3EI3,+(212) 426-85430,Nu'man.Nazim@gmail.com
MH642584,6/18/1999,Naqibullah,Asem,G3EI3,+(212) 394-41156,Naqibullah.Asem@gmail.com
YD784570,4/17/1999,Aladdin,Jameel,G3EI3,+(212) 417-33308,Aladdin.Jameel@gmail.com
KR469502,6/17/1998,Ikhtiyar al-Din,Adeem,G3EI3,+(212) 745-08194,Ikhtiyar al-Din.Adeem@gmail.com
HK616633,1/16/1999,Abdul Azim,Rakibul,G3EI3,+(212) 756-83127,Abdul Azim.Rakibul@gmail.com
BJ641504,8/19/1998,Quddus,Tayfur,G3EI3,+(212) 078-09473,Quddus.Tayfur@gmail.com
TQ150923,4/4/1999,Rajaei,Jawad ,G3EI3,+(212) 528-44936,Rajaei.Jawad @gmail.com
XC892749,2/5/1998,Hamdan,Jabal ,G3EI3,+(212) 777-43362,Hamdan.Jabal @gmail.com
DM188594,4/28/1998,Samiullah,Abdul Basit,G3EI3,+(212) 039-46953,Samiullah.Abdul Basit@gmail.com
QV498143,7/24/1998,Ishak ,Rasul ,G3EI3,+(212) 013-46586,Ishak .Rasul @gmail.com
FS525202,6/2/1998,Daud ,Nurullah,G3EI3,+(212) 727-33404,Daud .Nurullah@gmail.com
KP167176,5/15/1998,Mahdi ,Mahbubur,G3EI3,+(212) 431-31025,Mahdi .Mahbubur@gmail.com
KJ386741,4/20/1999,Abu al-Qasim,Redouane,G3EI3,+(212) 843-67807,Abu al-Qasim.Redouane@gmail.com
MU838435,12/7/1998,Baha,Abdul Sattar,G3EI3,+(212) 513-02254,Baha.Abdul Sattar@gmail.com
AO438062,2/26/1998,Latif,Nasim,G3EI3,+(212) 853-57194,Latif.Nasim@gmail.com
FY163301,5/10/1998,Munib,Uthman ,G3EI3,+(212) 437-96554,Munib.Uthman @gmail.com
MM179224,1/21/1999,Riad ,Akram,G3EI3,+(212) 301-76762,Riad .Akram@gmail.com
ZZ788045,11/3/1998,Adir,Bara,G3EI3,+(212) 056-76926,Adir.Bara@gmail.com
LK751041,5/31/1998,Wahid,Mahfuz ,G3EI3,+(212) 374-23348,Wahid.Mahfuz @gmail.com
UY453145,7/28/1998,Fathi,Ramiz,G3EI3,+(212) 134-72624,Fathi.Ramiz@gmail.com
RV399446,11/10/1998,Bahri,Dhikrullah,G3EI3,+(212) 582-30038,Bahri.Dhikrullah@gmail.com
EG662140,10/16/1998,Sabah ad-Din,Hassan ,G3EI3,+(212) 369-69710,Sabah ad-Din.Hassan @gmail.com
HO656488,4/22/1999,Sanaullah,Jaber,G3EI3,+(212) 198-51038,Sanaullah.Jaber@gmail.com
YW658967,8/22/1998,Abdul Karim,Faraj,G3EI3,+(212) 579-10123,Abdul Karim.Faraj@gmail.com
PY300118,1/15/1998,Shukri,Anwaruddin,G3EI3,+(212) 710-61995,Shukri.Anwaruddin@gmail.com
IJ276558,3/1/1998,Mubarak ,Abu'l-Fadl,G3EI3,+(212) 356-62658,Mubarak .Abu'l-Fadl@gmail.com
ZI704002,3/26/1999,Hasib ,Abdur Razzaq,G3EI3,+(212) 637-94244,Hasib .Abdur Razzaq@gmail.com
FA172127,11/11/1998,Nimatullah,Sidique,G3EI3,+(212) 868-56044,Nimatullah.Sidique@gmail.com
JR215335,9/15/1998,Ghanem,Shaban ,G3EI3,+(212) 557-39399,Ghanem.Shaban @gmail.com
YS817377,3/18/1999,Kafeel,Dawoud,G3EI3,+(212) 752-02621,Kafeel.Dawoud@gmail.com
IE946805,5/23/1999,Azmi,Hajj ,G3EI3,+(212) 227-33465,Azmi.Hajj @gmail.com
MG738906,5/15/1999,Zainal,Bara,G3EI3,+(212) 185-19316,Zainal.Bara@gmail.com
NG304241,7/14/1998,Fahmi,Zubayr ,G3EI3,+(212) 827-07912,Fahmi.Zubayr @gmail.com
IO585231,9/1/1998,Luay,Hamid al-Din,G3EI3,+(212) 633-33276,Luay.Hamid al-Din@gmail.com
EB249388,12/28/1998,Abdul Monem,Abdul Hussein,G3EI3,+(212) 563-70057,Abdul Monem.Abdul Hussein@gmail.com
IY915744,3/14/1999,Abdul Jabbar,Jamal,G3EI3,+(212) 874-91419,Abdul Jabbar.Jamal@gmail.com
GM741108,2/23/1999,Fatin,Abdul Wahid,G3EI3,+(212) 582-95277,Fatin.Abdul Wahid@gmail.com
HB823664,8/6/1998,Wafi,Abd Manaf,G3EI3,+(212) 017-83442,Wafi.Abd Manaf@gmail.com
MW937404,1/3/1999,Zainal,Ibro,G3EI3,+(212) 154-43515,Zainal.Ibro@gmail.com
KO847093,9/4/1998,Ghanem,Hossam,G3EI3,+(212) 343-33133,Ghanem.Hossam@gmail.com
AZ443897,10/26/1998,Jawdat,Rushdi,G3EI3,+(212) 126-16401,Jawdat.Rushdi@gmail.com
WS925660,4/2/1999,Yadollah,Hatem,G3EI3,+(212) 117-89315,Yadollah.Hatem@gmail.com
