CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
GA680556,9/17/1998,Raed,Ziaur Rahman ,GIND1,+(212) 721-35033,Raed.Ziaur Rahman @gmail.com
GV488750,9/22/1998,Abdul Karim,Naseer,GIND1,+(212) 577-14010,Abdul Karim.Naseer@gmail.com
OQ568211,6/16/1998,Anwaruddin,Sajjad,GIND1,+(212) 271-57453,Anwaruddin.Sajjad@gmail.com
EA974874,3/8/1998,Ghulam,Abdul Sattar,GIND1,+(212) 831-00542,Ghulam.Abdul Sattar@gmail.com
TY342061,5/5/1999,Fadel,Abdul Samad,GIND1,+(212) 406-66077,Fadel.Abdul Samad@gmail.com
AQ800918,11/22/1998,Saifullah,Ehsanullah,GIND1,+(212) 870-69557,Saifullah.Ehsanullah@gmail.com
CZ239503,4/22/1998,Rukn al-Din,Inayatullah,GIND1,+(212) 283-42481,Rukn al-Din.Inayatullah@gmail.com
DG838699,2/23/1998,Zafar ,Atiq,GIND1,+(212) 447-27860,Zafar .Atiq@gmail.com
LS547623,6/12/1998,Ismat ad-Din,Habib ur Rahman,GIND1,+(212) 808-90592,Ismat ad-Din.Habib ur Rahman@gmail.com
KM459949,1/13/1999,Izz al-Din,Osama ,GIND1,+(212) 030-92201,Izz al-Din.Osama @gmail.com
DV906281,8/24/1998,Hikmat,Fawaz,GIND1,+(212) 054-35261,Hikmat.Fawaz@gmail.com
RS744861,5/10/1999,Azus,Azizullah,GIND1,+(212) 596-17199,Azus.Azizullah@gmail.com
PQ957331,10/26/1998,Alaa,Faizan,GIND1,+(212) 242-91705,Alaa.Faizan@gmail.com
MX752245,4/27/1999,Yacine,Izz al-Din,GIND1,+(212) 700-95117,Yacine.Izz al-Din@gmail.com
KL555288,3/7/1999,Abd Rabbo,Abdul Karim,GIND1,+(212) 338-53926,Abd Rabbo.Abdul Karim@gmail.com
SN457179,10/28/1998,Sidqi,Nawaf,GIND1,+(212) 163-72704,Sidqi.Nawaf@gmail.com
NE522560,6/15/1998,Halim ,Sidique,GIND1,+(212) 469-35902,Halim .Sidique@gmail.com
DE184112,6/5/1998,Hikmat,Abdur Rab,GIND1,+(212) 228-48936,Hikmat.Abdur Rab@gmail.com
