CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
SI984300,5/9/1998,Riad ,Azim,AP1,+(212) 510-11811,Riad .Azim@gmail.com
LZ286105,1/2/1900,Yahir,Samirah,AP1,+(212) 226-24108,Yahir.Samirah@gmail.com
EL184586,1/1/1900,Khadem,Hisham ,AP1,+(212) 247-10045,Khadem.Hisham @gmail.com
AN533776,1/1/1900,Abdul Qadir,Rashad,AP1,+(212) 519-79418,Abdul Qadir.Rashad@gmail.com
QE134746,1/3/1900,Basri,Atif,AP1,+(212) 554-23503,Basri.Atif@gmail.com
BZ101922,4/4/1998,Ruhullah,Marwan,AP1,+(212) 868-16197,Ruhullah.Marwan@gmail.com
UL555507,2/3/1999,Jamil,Tayfur,AP1,+(212) 461-86202,Jamil.Tayfur@gmail.com
CX630848,1/3/1900,Nazimuddin,Mubarak ,AP1,+(212) 675-71168,Nazimuddin.Mubarak @gmail.com
FE580969,7/6/1998,Mukhtar,Hamza ,AP1,+(212) 658-89919,Mukhtar.Hamza @gmail.com
AQ442238,1/2/1900,Abdul Zahir,Yacine,AP1,+(212) 254-86720,Abdul Zahir.Yacine@gmail.com
KQ946008,1/6/1900,Sardar ,Abdi,AP1,+(212) 705-87678,Sardar .Abdi@gmail.com
YL998230,3/2/1999,Ali Naqi,Munir,AP1,+(212) 787-78191,Ali Naqi.Munir@gmail.com
ZQ837110,1/4/1900,Nimatullah,Rakib,AP1,+(212) 132-89473,Nimatullah.Rakib@gmail.com
VN900167,3/6/1999,Atiqullah,Othman ,AP1,+(212) 670-10268,Atiqullah.Othman @gmail.com
YJ625697,1/8/1900,Irfan ,Wafi,AP1,+(212) 452-04043,Irfan .Wafi@gmail.com
VO601237,6/2/1999,Qutb,Muammer,AP1,+(212) 339-44698,Qutb.Muammer@gmail.com
DQ633233,1/2/1900,Najim ,Faizan,AP1,+(212) 734-98311,Najim .Faizan@gmail.com
ZR786477,1/4/1900,Bakir,Faizan,AP1,+(212) 511-97894,Bakir.Faizan@gmail.com
