CNE,DateOfBirth,FirstName,LastName,ClassName,Phone,Email
ZW456105,5/29/1998,Satam,Amjad,GSEA2,+(212) 446-01693,Satam.Amjad@gmail.com
ZM812054,2/1/1998,Ab,Munif,GSEA2,+(212) 078-01845,Ab.Munif@gmail.com
WF678114,11/15/1998,Fasih,Abdul Qadir,GSEA2,+(212) 189-93067,Fasih.Abdul Qadir@gmail.com
BO189477,1/28/1998,Rajaei,Saud,GSEA2,+(212) 177-88390,Rajaei.Saud@gmail.com
IX432070,3/1/1999,Abdul Wadud,Khair ad-Din,GSEA2,+(212) 770-96138,Abdul Wadud.Khair ad-Din@gmail.com
RU624600,4/9/1998,Sajjad,Kamal ad-Din,GSEA2,+(212) 328-64759,Sajjad.Kamal ad-Din@gmail.com
MN864177,3/22/1998,Sanaullah,Daniel/Danyal,GSEA2,+(212) 044-37339,Sanaullah.Daniel/Danyal@gmail.com
WZ975378,4/19/1999,Tahmid,Shukri,GSEA2,+(212) 615-07614,Tahmid.Shukri@gmail.com
ED260596,3/5/1999,Abu Abdullah,Adli,GSEA2,+(212) 019-96470,Abu Abdullah.Adli@gmail.com
GT755903,12/9/1998,Kulthum,Taqi al-Din,GSEA2,+(212) 810-72384,Kulthum.Taqi al-Din@gmail.com
FT752023,1/4/1998,Najim ,Fahd,GSEA2,+(212) 539-38684,Najim .Fahd@gmail.com
TL636700,10/15/1998,Kazem,Abdel Fattah,GSEA2,+(212) 790-57216,Kazem.Abdel Fattah@gmail.com
FA799461,4/4/1999,Inayatullah,Tariq,GSEA2,+(212) 150-20349,Inayatullah.Tariq@gmail.com
JC554119,3/9/1999,Ali Naqi,Barkatullah,GSEA2,+(212) 333-93701,Ali Naqi.Barkatullah@gmail.com
DY540347,6/4/1999,Imad,Sanaullah,GSEA2,+(212) 277-72159,Imad.Sanaullah@gmail.com
HG565677,9/25/1998,Muslim ,Habib ur Rahman,GSEA2,+(212) 166-53207,Muslim .Habib ur Rahman@gmail.com
EY628629,1/31/1999,Rasul ,Najm,GSEA2,+(212) 386-92953,Rasul .Najm@gmail.com
XJ500567,8/24/1998,Sajid,Fahmi,GSEA2,+(212) 250-48396,Sajid.Fahmi@gmail.com
QI104074,5/30/1999,Daniel/Danyal,Zane,GSEA2,+(212) 515-39688,Daniel/Danyal.Zane@gmail.com
KS801328,6/23/1998,Ghulam,Abdul Hakim,GSEA2,+(212) 845-71181,Ghulam.Abdul Hakim@gmail.com
GS515736,12/17/1998,Ihab,Junayd,GSEA2,+(212) 288-36069,Ihab.Junayd@gmail.com
KF782145,6/12/1998,Samadu,Anwaruddin,GSEA2,+(212) 080-83142,Samadu.Anwaruddin@gmail.com
JM774666,2/1/1999,Nizam al-Din,Ibro,GSEA2,+(212) 765-61087,Nizam al-Din.Ibro@gmail.com
NK846267,12/9/1998,Abdul Hakim,Ataullah,GSEA2,+(212) 376-08962,Abdul Hakim.Ataullah@gmail.com
NC141499,6/14/1999,Ahad,Samir,GSEA2,+(212) 565-29361,Ahad.Samir@gmail.com
AX225545,3/14/1998,Asif,Faraj,GSEA2,+(212) 886-95407,Asif.Faraj@gmail.com
ZJ662803,6/18/1999,Murtaza,Hibat Allah,GSEA2,+(212) 341-86127,Murtaza.Hibat Allah@gmail.com
